,NameUpper,DOI,adsorption,adsorption_error,metal_usage,Catalyst_predict,Catalyst_predict_proba,column1_normalized,column2_normalized,column3_normalized,column4
2153,HAQJIV,10.1021/acs.inorgchem.7b00342,12.05661387,0.074319837,1500,FALSE,0.068148148,12.08217977,8.823261245,4.644895427,25.55033644
2154,LEMYUA,10.1039/C7DT03705H,12.05651572,0.171640379,290,FALSE,0.273703704,12.08208141,1.705593252,48.63665195,62.42432662
2155,PODXIR,10.1021/ic5003226,12.05184679,0.249697157,3120,FALSE,0.218518519,12.07740258,18.35270104,36.82625252,67.25635614
2156,ENEXIH,10.1021/acs.cgd.0c01482,12.04835328,0.9339991,4000,FALSE,0.149925926,12.07390167,23.52918685,22.14648074,57.74956925
2157,SOFNUZ,10.1002/ejic.201900259,12.03832862,0.326060484,34,FALSE,0.09168254,12.06385575,0.19970647,9.681583624,21.94514584
2158,TEYZEE,10.1016/j.poly.2012.04.003,12.03729718,0.19591011,20.2,FALSE,0.149925926,12.06282212,0.11852976,22.14648074,34.32783262
2160,FATBAH,10.1021/acs.jpcc.1c08474,12.03034129,0.375356869,4000,FALSE,0.105015873,12.05585148,23.52918685,12.53510289,48.12014122
2161,ULAPUU,10.1021/acs.cgd.6b00213,12.02679422,0.283705199,0.05,FALSE,0.295925926,12.05229689,0,53.39251746,65.44481435
2162,XOPXAC,10.1039/b814943g,12.02227502,0.403687795,203.3,FALSE,0.247037037,12.04776811,1.195591752,42.92961321,56.17297307
2163,QIFLUO,10.1021/cg400183s,12.02197565,0.354821362,990,FALSE,0.065534392,12.0474681,5.823252421,4.085515181,21.9562357
2164,NESTAI,10.1016/j.jssc.2012.09.008,12.02173748,0.174732902,650,FALSE,0.072592593,12.04722943,3.823246539,5.596068658,21.46654462
2166,JEZLAE,10.1039/C8CE00058A,12.02130642,0.73123989,39.6,FALSE,0.149925926,12.04679745,0.232647743,22.14648074,34.42592593
2167,OZOPEA,10.1016/j.inoche.2016.10.013,12.01092713,0.328916046,499.3982622,FALSE,0.058888889,12.03639615,2.937351358,2.663284832,17.63703234
2168,VATMAI,10.1021/acs.inorgchem.1c03400,12.00032013,0.474851945,1000,FALSE,0.129259259,12.02576666,5.882076124,17.72352569,35.63136848
2169,VUWSAJ,10.1039/C5RA10799G,11.99740319,0.54849798,860,FALSE,0.142592593,12.02284354,5.05854429,20.57704517,37.658433
2171,MEQXEO,10.1021/acs.inorgchem.7b02631,11.9868318,0.680780522,372.5358521,FALSE,0.242592593,12.01224973,2.191099692,41.97844019,56.18178961
2172,PEVQAM,10.1039/D2CE01472F,11.98504223,0.395196021,22,FALSE,0.058888889,12.01045637,0.129118027,2.663284832,14.80285922
2173,CUDHER,10.3390/molecules24244431,11.97913709,0.302619415,24.2,FALSE,0.046444444,12.0045387,0.142059241,0,12.14659794
2174,GISWEM,10.1039/C3CE42203H,11.97752793,0.956903883,0.05,FALSE,0.091851852,12.00292613,0,9.717818754,21.72074489
2175,TUTHUM,10.1002/chem.200903129,11.96989937,0.83304183,15,FALSE,0.149925926,11.9952814,0.087941435,22.14648074,34.22970357
2176,LECFEG,10.1021/ic3003228,11.96928232,0.186493417,283.9215723,FALSE,0.103703704,11.99466304,1.66983769,12.25428042,25.91878114
2178,NAGROF,10.1039/C5CE02487K,11.96489424,0.423491928,1500,FALSE,0.117037037,11.99026565,8.823261245,15.10779968,35.92132658
2179,OLICET,10.1021/jacs.6b00248,11.96460113,0.626650895,231.5,FALSE,0.064222222,11.98997192,1.361474593,3.804692496,17.15613901
2180,VEVHOW,10.1021/acs.inorgchem.7b02513,11.94728784,0.285097147,112.41,FALSE,0.269259259,11.97262192,0.66094312,47.68547872,60.31904376
2181,OMIDEU,10.1002/ejic.201000766,11.94464588,0.253268501,12.5,FALSE,0.052201058,11.96997436,0.07323551,1.231995702,13.27520557
2182,KEDPEQ,10.1039/c2dt30623a,11.94332247,0.526394488,25.4,FALSE,0.149925926,11.96864814,0.149118086,22.14648074,34.26424696
2183,FOWHAE,10.1016/j.seppur.2024.128868,11.93863237,0.326963666,5.024,FALSE,0.061089947,11.96394809,0.02925891,3.13434195,15.12754895
2184,XOYVIT,10.1021/acs.inorgchem.9b02176,11.93537707,0.312982418,366.8874228,FALSE,0.149925926,11.96068589,2.15787354,22.14648074,36.26504017
2186,GARLOD,10.1021/acs.cgd.7b00112,11.93377063,0.434687686,125,FALSE,0.3,11.95907604,0.735002162,54.26442613,66.95850434
2187,XOXTAI,10.1039/C9CE00992B,11.92673025,0.515496521,105.7143327,FALSE,0.059259259,11.95202074,0.621556726,2.742549179,15.31612664
2188,TUTGUL,10.1002/chem.200903129,11.9234668,0.274188364,15,FALSE,0.149925926,11.94875037,0.087941435,22.14648074,34.18317254
2189,LIXZAV,10.1016/j.poly.2014.01.007,11.92326624,0.122393159,2000,FALSE,0.113904762,11.94854938,11.76444637,14.43744914,38.15044488
2191,GUGREI,10.1021/acs.inorgchem.9b03368,11.91654844,0.663844375,48.4,FALSE,0.247037037,11.94181734,0.284412601,42.92961321,55.15584314
2192,ORULEU,10.1016/j.jssc.2016.07.015,11.91037067,0.378685841,58.2,FALSE,0.125925926,11.93562647,0.34205983,17.01014593,29.28783223
2193,ZEXWOR01,10.1039/C8CC00678D,11.90872321,0.363377887,114.8250731,FALSE,0.064222222,11.93397551,0.675149475,3.804692496,16.41381748
2194,JANQOI,10.1016/j.dyepig.2021.109926,11.90554647,0.668002911,6.8,FALSE,0.146666667,11.93079204,0.039705999,21.44895384,33.41945188
2195,TOMNUI,10.1016/j.jssc.2023.124500,11.90063519,0.244766824,30,FALSE,0.058888889,11.92587034,0.176176989,2.663284832,14.76533216
2196,KOVBEG,10.1039/D4CE00332B,11.90011145,0.274833249,27,FALSE,0.117037037,11.92534549,0.158529878,15.10779968,27.19167505
2197,TUMRIE,10.1016/j.micromeso.2015.04.036,11.89057864,0.353134756,1000,FALSE,0.26037037,11.91579247,5.882076124,45.78313247,63.58100106
2198,FEMPIA,10.1039/D2DT02290G,11.88771382,0.541695156,1780,FALSE,0.149925926,11.91292157,10.47032491,22.14648074,44.52972722
2200,TUWSAI,10.1021/jacs.0c05286,11.88050733,0.453537733,298,FALSE,0.149925926,11.9056998,1.752652214,22.14648074,35.80483275
2201,WOBFEC,10.1016/j.molstruc.2023.137007,11.87760477,0.366969325,7.92,FALSE,0.149925926,11.90279109,0.046294254,22.14648074,34.09556607
2203,NIKQAD,10.1021/acs.inorgchem.3c00498,11.87633832,0.383862625,0.5,FALSE,0.149925926,11.90152195,0.002647067,22.14648074,34.05064975
2204,QOZPIG,10.1016/j.poly.2014.12.001,11.87318033,0.209063529,60,FALSE,0.273703704,11.89835726,0.352648096,48.63665195,60.88765731
2206,FAQLIV,10.1038/ncomms14212,11.87204649,0.305478766,150,FALSE,0.149925926,11.89722102,0.882061418,22.14648074,34.92576317
2208,MAPLEX,10.1039/C7TC00508C,11.86620709,0.431010113,45,FALSE,0.265925926,11.89136924,0.264412542,46.97209896,59.12788074
2209,CEVJEV,10.1016/j.inoche.2018.02.006,11.86607183,0.61865614,50,FALSE,0.235777778,11.89123369,0.293824394,40.51997471,52.7050328
2214,GEGSIY,10.1021/acs.chemmater.2c00249,11.84475904,0.530340067,1000,FALSE,0.09168254,11.86987571,5.882076124,9.681583624,27.43353545
2215,CUSJAE,10.1021/jacs.0c00612,11.8432373,0.5783165,255.9803762,FALSE,0.125925926,11.86835074,1.505477229,17.01014593,30.3839739
2216,NOWPAT,10.1021/acscentsci.8b00378,11.84122408,0.357493241,78,FALSE,0.251481481,11.86633325,0.45853076,43.88078623,56.20565024
2217,DESVOP,10.1007/s11426-015-0537-6,11.83160145,0.496360232,33.6,FALSE,0.246666667,11.85669022,0.197353522,42.85034886,54.9043926
2220,UHATEF,10.1007/s10904-020-01542-5,11.82258199,0.555052122,24,FALSE,0.077037037,11.84765163,0.140882767,6.547241675,18.53577607
2221,EYOCOM,10.1039/C6RA22001K,11.81737799,0.286050933,11,FALSE,0.147037037,11.8424366,0.064411954,21.52821819,33.43506674
2222,SAHBUC,10.1039/D0FD00012D,11.8166983,0.371145702,93.84416568,FALSE,0.149925926,11.84175546,0.551732009,22.14648074,34.53996821
2223,MAKSAW,10.1016/j.saa.2020.118794,11.80693412,0.251596542,24.2,FALSE,0.075555556,11.83197058,0.142059241,6.230184074,18.20421389
2224,ATUXOE,10.1021/acs.cgd.6b00903,11.8037941,0.356590291,44.6,FALSE,0.295925926,11.8288239,0.262059594,53.39251746,65.48340096
2225,LEKBUB,10.1002/anie.201611254,11.80201867,0.218877888,630.8727782,FALSE,0.149925926,11.82704471,3.710733139,22.14648074,37.68425858
2226,XOXSOV,10.1039/C9CE00992B,11.79567721,0.45833281,105.6919865,FALSE,0.046444444,11.8206898,0.621425278,0,12.44211508
2229,KEQZAJ,10.3390/molecules170911103,11.7893224,0.455421349,97,FALSE,0.149925926,11.81432151,0.570295795,22.14648074,34.53109804
2230,DIDNOW,10.1016/j.poly.2018.06.028,11.78813477,0.34947175,800,FALSE,0.055333333,11.81313137,4.705602075,1.902346248,18.42107969
2232,VICYUD,10.1039/C3CE40174J,11.77888819,0.625228148,1000,FALSE,0.122793651,11.80386518,5.882076124,16.33979538,34.02573669
2235,HOJLID,10.1021/ja502238a,11.76897723,0.316308612,257.4088263,FALSE,0.082793651,11.7939332,1.513879901,7.779237377,21.08705048
2237,MIPQAF,10.1021/ic400751n,11.76775432,0.420726328,1000,FALSE,0.149925926,11.7927077,5.882076124,22.14648074,39.82126456
2238,KUSRUN,10.1021/ja302380x,11.76638029,0.411662077,1215,FALSE,0.287037037,11.79133076,7.146785726,51.49017122,70.4282877
2239,DACXUB,10.1002/ejic.200300876,11.75527778,0.259929774,4400,FALSE,0.224814815,11.7802047,25.88213495,38.1737477,75.83608735
2241,XOLZUX,10.1016/j.cej.2024.149126,11.75378726,0.227781464,5,FALSE,0.050888889,11.77871102,0.029117733,0.951173231,12.75900199
2242,EMAHEI,10.1039/D1TA00687H,11.74723476,0.315966126,85.44875299,FALSE,0.224814815,11.77214463,0.502347083,38.1737477,50.44823941
2243,ICANEH,10.1039/c1ce05672g,11.74644556,1.045399553,85,FALSE,0.149925926,11.77135375,0.499707352,22.14648074,34.41754184
2244,FAYQON,10.1002/chem.201200696,11.74099086,0.424681092,33.6,FALSE,0.061089947,11.76588749,0.197353522,3.13434195,15.09758296
2245,OMABEL,10.1021/acs.cgd.6b00115,11.74050753,0.346597005,20.6,FALSE,0.073111111,11.76540313,0.120882708,5.707038743,17.59332458
2246,FEWCET,10.1002/chem.202202047,11.73778543,0.451534509,59,FALSE,0.094814815,11.76267526,0.346765726,10.35193417,22.46137516
2247,WUFHIQ,10.1007/s10904-014-0129-6,11.73120198,0.310097334,714,FALSE,0.096126984,11.75607785,4.199718234,10.63275664,26.58855273
2249,TEDLUK,10.1002/chem.200501242,11.72651911,0.669350361,0.5,FALSE,0.105015873,11.75138505,0.002647067,12.53510289,24.28913501
2250,WEMTAN,10.1039/D2CE01092E,11.71319977,0.352856077,3000,FALSE,0.052201058,11.73803747,17.64681661,1.231995702,30.61684978
2252,CUCTAX,10.1002/zaac.201400217,11.70599558,0.479776116,3500,FALSE,0.052201058,11.730818,20.58800173,1.231995702,33.55081543
2253,VUWXUJ05,10.1021/jacs.0c03853,11.70384787,0.496405988,255.4127925,FALSE,0.052201058,11.72866574,1.502138492,1.231995702,14.46279993
2255,XUMNIE,10.1021/cg501508e,11.69677761,0.374048864,220,FALSE,0.052201058,11.72158048,1.293827335,1.231995702,14.24740352
2258,TUDTAQ,10.1039/D0CE00175A,11.67085101,0.282903553,20,FALSE,0.072222222,11.69559891,0.117353286,5.516804097,17.32975629
2259,EBIMOT,10.1039/c1ce05149k,11.66893119,0.77600717,47.9,FALSE,0.225925926,11.69367502,0.281471416,38.41154095,50.38668738
2260,PADZED,10.1021/acs.inorgchem.0c02503,11.66222448,0.191448664,34.3,FALSE,0.264814815,11.68695408,0.201471181,46.7343057,58.62273097
2261,SAHDAK,10.1039/D0FD00012D,11.6589821,0.429948557,93.87392914,FALSE,0.149925926,11.68370483,0.551907089,22.14648074,34.38209265
2262,QIXCOT,10.1021/acs.inorgchem.3c02337,11.65663211,0.441007887,460,FALSE,0.142592593,11.68134986,2.705596193,20.57704517,34.96399122
2263,VAHJEW,10.1016/j.inoche.2016.01.002,11.65558984,0.526921466,550,FALSE,0.067777778,11.68030538,3.235009515,4.56563108,19.48094597
2264,PORVUQ,10.1039/C9AN01204D,11.65156745,0.333367094,200,FALSE,0.218518519,11.67627446,1.17617993,36.82625252,49.6787069
2265,QAGQEW,10.1039/c0sc00320d,11.65034905,0.352263377,300,TRUE,0.513703704,11.67505347,1.764416954,100,113.4394704
2266,HAWWUZ,10.1021/ic201986m,11.64887739,0.298631437,140,FALSE,0.142592593,11.67357869,0.823237715,20.57704517,33.07386158
2267,KANCIN,10.1021/ja201484s,11.64827074,0.759560771,10,FALSE,0.09168254,11.67297076,0.058529584,9.681583624,21.41308396
2270,SEJTIN,10.1021/acsami.6b08397,11.64497127,0.403916483,0.05,FALSE,0.143333333,11.66966429,0,20.73557387,32.40523815
2271,ULINEK,10.1021/acs.cgd.5b01835,11.6444525,0.614318433,425.5712456,FALSE,0.067777778,11.66914442,2.503073513,4.56563108,18.73784901
2272,QAPLIG,10.1021/acs.cgd.1c01370,11.64162558,0.440447174,0.05,FALSE,0.052201058,11.6663115,0,1.231995702,12.89830721
2273,QUGTIY,10.1107/S2053229620004052,11.63804539,0.728233853,29.6,FALSE,0.052201058,11.66272372,0.173824041,1.231995702,13.06854347
2274,EJAXIW,10.1039/b304201d,11.62724207,0.163286376,27.3,FALSE,0.072222222,11.65189749,0.160294589,5.516804097,17.32899618
2276,LIXZAV01,10.1016/j.poly.2014.01.007,11.6151374,0.448605624,2000,FALSE,0.113904762,11.63976716,11.76444637,14.43744914,37.84166266
2277,SARFIE,10.1002/smll.202004351,11.60181387,0.552620673,2000,FALSE,0.09168254,11.62641537,11.76444637,9.681583624,33.07244536
2279,RIBTAZ,10.1039/C3CE40599K,11.59525386,0.274289492,34.7,FALSE,0.125925926,11.61984145,0.203824129,17.01014593,28.83381151
2280,OTIQAL,10.1021/acs.inorgchem.6b00758,11.59097759,0.460379837,384.1099169,FALSE,0.149925926,11.61555612,2.259182626,22.14648074,36.02121948
2281,GAXGIX,10.1039/c2ce25099c,11.58197138,0.272083958,199.2614516,FALSE,0.149925926,11.60653081,1.171835515,22.14648074,34.92484706
2282,CUSJOS,10.1021/jacs.0c00612,11.57754912,0.75283712,256.0074355,FALSE,0.103703704,11.60209917,1.505636402,12.25428042,25.36201599
2283,XOXSUB,10.1039/C9CE00992B,11.57644218,0.354581894,105.703159,FALSE,0.046444444,11.60098988,0.621490999,0,12.22248088
2284,CAVREY,10.1039/c2dt12059c,11.57417043,0.245142204,4500,FALSE,0.09168254,11.59871332,26.47037197,9.681583624,47.75066891
2286,XULGUI,10.1016/j.jssc.2014.07.020,11.57213862,0.425032967,45.1,FALSE,0.149925926,11.5966772,0.265000779,22.14648074,34.00815871
2287,XILLEL,10.1039/C3CE41364K,11.56866796,0.409352348,15,FALSE,0.061089947,11.59319918,0.087941435,3.13434195,14.81548256
2288,HEBCEA,10.1039/D2QI00835A,11.5664818,1.076611952,10,FALSE,0.222962963,11.59100838,0.058529584,37.77742553,49.4269635
2289,VUWXUJ01,10.1021/jacs.0c03853,11.56546631,0.487589733,255.3048241,FALSE,0.052201058,11.58999074,1.501503381,1.231995702,14.32348982
2290,ZESTIC01,10.1002/chem.201203133,11.56288808,0.421823783,153.7,FALSE,0.267407407,11.58740704,0.903826188,47.28915656,59.78038979
2291,EMAHIM,10.1039/D1TA00687H,11.56255258,0.27598147,85.45778562,FALSE,0.224814815,11.58707083,0.502400217,38.1737477,50.26321874
2292,UXAXEY,10.1016/j.jlumin.2016.09.057,11.56099242,0.797925986,1500,FALSE,0.129259259,11.58550736,8.823261245,17.72352569,38.1322943
2293,WIDREH,10.1002/anie.200603682,11.55944055,0.34098562,76,FALSE,0.117037037,11.5839522,0.44676602,15.10779968,27.1385179
2294,CILKOZ,10.1016/j.molstruc.2013.09.031,11.55769372,0.503341835,60,FALSE,0.052201058,11.58220167,0.352648096,1.231995702,13.16684547
2295,VAKREG,10.1039/c003032e,11.55763985,0.406391483,0.5,FALSE,0.152592593,11.58214768,0.002647067,22.71718467,34.30197942
2296,EYOPUE,10.1039/c0ce00789g,11.5549623,0.555694832,3000,FALSE,0.247037037,11.57946446,17.64681661,42.92961321,72.15589427
2297,HECXAS,10.1021/acs.inorgchem.2c01332,11.55391224,0.441108474,1000,FALSE,0.295925926,11.57841217,5.882076124,53.39251746,70.85300576
2299,LEZGED,10.1016/j.ica.2006.08.014,11.55234931,0.312176072,3750,FALSE,0.149925926,11.57684593,22.05859429,22.14648074,55.78192095
2300,LIVLUZ,10.1016/j.inoche.2013.10.036,11.54892866,0.252452355,2500,FALSE,0.247037037,11.57341802,14.70563149,42.92961321,69.20866272
2301,OGURAK,10.1021/cg900734d,11.54598737,0.549687141,200,FALSE,0.046444444,11.57047049,1.17617993,0,12.74665042
2302,TEKYOA,10.1039/C7DT04087C,11.54462508,0.493107997,15,FALSE,0.077037037,11.56910532,0.087941435,6.547241675,18.20428843
2303,MEQWUD,10.1021/acs.inorgchem.7b02631,11.54306912,0.52250917,372.4571044,FALSE,0.242592593,11.56754606,2.190636469,41.97844019,55.73662272
2304,REBYIJ,10.1039/C7DT01306J,11.53994446,0.235398215,14,FALSE,0.242592593,11.56441477,0.082059065,41.97844019,53.62491403
2305,AMOJEU,10.1021/jacs.0c11930,11.53347151,0.339395386,253.7800805,FALSE,0.149925926,11.5579281,1.492534275,22.14648074,35.19694311
2306,JOTYUP,10.1016/j.jssc.2019.120909,11.53246304,0.442662008,500,FALSE,0.099089947,11.55691749,2.940891003,11.26687206,25.76468055
2307,ZUYSAQ,10.1021/acs.cgd.0c00901,11.53093527,0.20356512,436.2481946,FALSE,0.247037037,11.55538648,2.56587928,42.92961321,57.05087897
2308,PIJJOI,10.1021/cg070320v,11.53085182,0.130042366,2000,FALSE,0.067978836,11.55530285,11.76444637,4.608660297,27.92840951
2309,QAMKUN,10.1002/anie.201510812,11.52605633,0.267067771,631.9238656,FALSE,0.224814815,11.55049719,3.716916024,38.1737477,53.44116091
2310,JOYHOW,10.1107/S2053229615004258,11.52127539,0.358901675,22,FALSE,0.257407407,11.54570611,0.129118027,45.14901706,56.8238412
2311,FEDRAL,10.1016/j.inoche.2022.109534,11.5180076,1.095485724,350,FALSE,0.067777778,11.54243139,2.058535466,4.56563108,18.16659794
2312,LIFSEA,10.1039/C2CE25169H,11.51778688,0.251610318,135,FALSE,0.269259259,11.54221021,0.793825864,47.68547872,60.02151479
2313,GEGSOE,10.1021/acs.chemmater.2c00249,11.51682347,0.593021807,1000,FALSE,0.082793651,11.54124475,5.882076124,7.779237377,25.20255825
2314,BUCVEC,10.1002/ejic.201500069,11.50365305,0.678840676,750,FALSE,0.052201058,11.52804641,4.411483563,1.231995702,17.17152567
2315,ZOZHON,10.1021/ic5021302,11.50302897,0.391966079,10.4,FALSE,0.149925926,11.527421,0.060882532,22.14648074,33.73478427
2316,VUMCEM,10.1021/cg801250g,11.50036883,0.43684476,58.93,FALSE,0.081111111,11.52475522,0.34635396,7.419150345,19.29025953
2317,PEJRAZ,10.1021/cg301094h,11.4999091,0.482445033,2400,FALSE,0.058888889,11.52429452,14.11739446,2.663284832,28.30497381
2318,FURFOP,10.1016/j.molstruc.2015.08.068,11.49790921,0.172089611,600,FALSE,0.052201058,11.52229039,3.529128027,1.231995702,16.28341411
2319,SEQSOY,10.1021/cg301827p,11.49742468,0.493263876,27.5,FALSE,0.112592593,11.52180483,0.161471063,14.15662667,25.83990256
2320,UTULUR,10.1016/j.solidstatesciences.2011.05.006,11.49345125,0.759343302,220,FALSE,0.224814815,11.51782297,1.293827335,38.1737477,50.985398
2321,RAGMOE,10.1016/j.inoche.2017.01.015,11.49195072,0.411164438,499.3454773,FALSE,0.149925926,11.51631926,2.937040858,22.14648074,36.59984085
2322,ZAHNAB,10.1134/S0022476620070112,11.48891149,0.411130157,26.75,FALSE,0.137777778,11.51327359,0.157059285,19.54660759,31.21694047
2323,ATUXUK,10.1021/acs.cgd.6b00903,11.48797918,0.328307758,44.6,FALSE,0.128888889,11.5123393,0.262059594,17.64426135,29.41866024
2324,WEVVOL,10.1039/C7CE01920C,11.48771805,0.305073094,0.05,FALSE,0.295925926,11.51207762,0,53.39251746,64.90459508
2325,XATLUC,10.1039/C6CE02639G,11.48701491,0.383627826,50.5,FALSE,0.113904762,11.51137298,0.296765579,14.43744914,26.2455877
2327,ZOCHOS,10.1021/acs.inorgchem.3c03661,11.48530103,0.280422035,0.05,FALSE,0.382275132,11.50965547,0,71.87245214,83.38210761
2330,XEJKUV,10.1021/acs.cgd.7b00940,11.46160071,0.229413797,6,FALSE,0.061089947,11.48590489,0.035000103,3.13434195,14.65524695
2331,UVARUF,10.1021/cg101731j,11.45824101,0.614637072,0.5,FALSE,0.052201058,11.48253807,0.002647067,1.231995702,12.71718084
2332,FULQUZ,10.1007/s10870-009-9638-5,11.4571206,0.095559737,36.9,FALSE,0.149925926,11.48141528,0.216765343,22.14648074,33.84466136
2333,QUGJUA,10.1016/j.ica.2020.119500,11.4512233,0.410748562,10.5,FALSE,0.105015873,11.47550548,0.061470769,12.53510289,24.07207914
2334,EYIYES,10.1039/C6RA22001K,11.44243047,0.407771166,11,FALSE,0.149925926,11.466694,0.064411954,22.14648074,33.67758669
2336,RINPEJ,10.1039/b105130j,11.44068287,0.700662151,1000,FALSE,0.273703704,11.4649427,5.882076124,48.63665195,65.98367077
2337,HIJSEC,10.1039/D3QI01092A,11.43902868,1.237836848,1200,FALSE,0.052201058,11.463285,7.058550172,1.231995702,19.75383087
2338,SAPMEF,10.1016/j.micromeso.2021.111548,11.43715792,0.285716646,317.5,FALSE,0.149925926,11.46141027,1.867358433,22.14648074,35.47524944
2340,KINDIW,10.1021/cg400531j,11.43281727,0.760502374,40,FALSE,0.251481481,11.45706042,0.235000691,43.88078623,55.57284734
2341,VARJEF,10.1021/ic1015498,11.42799937,0.213991395,1000,FALSE,0.064222222,11.4522323,5.882076124,3.804692496,21.13900092
2342,YEVFUD01,10.1021/acsami.7b19323,11.42525125,0.54771369,360.1933551,FALSE,0.121481481,11.44947836,2.118496555,16.0589727,29.62694761
2343,UXIGOZ,10.1515/ncrs-2016-0003,11.42503125,0.217141979,30.8,FALSE,0.264814815,11.44925789,0.180882885,46.7343057,58.36444648
2344,IHAJIN,10.1002/aoc.5566,11.42350211,0.313608474,65.38,FALSE,0.094645503,11.44772551,0.384295248,10.31569904,22.14771979
2345,EMAHOS,10.1039/D1TA00687H,11.42253211,0.342318561,85.46681922,FALSE,0.224814815,11.44675345,0.502453356,38.1737477,50.1229545
2346,VUXCUP,10.1021/jacs.0c03853,11.42102424,0.234257319,255.8180809,FALSE,0.052201058,11.44524238,1.504522548,1.231995702,14.18176063
2348,KUYHIY,10.1039/D0NJ02753G,11.40279523,0.61374059,30,FALSE,0.118349206,11.42697472,0.176176989,15.38862215,26.99177386
2350,EZEQUX,10.1039/C6RA16784E,11.39891199,0.197442682,128.2,FALSE,0.242592593,11.42308324,0.753825747,41.97844019,54.15534918
2351,JIYKUA,10.1039/C8CE01868E,11.39768317,0.386209308,24.3,FALSE,0.207037037,11.42185182,0.142647478,34.3690552,45.9335545
2353,HEKTAU,10.1021/cg300566x,11.39598737,0.609367407,28,FALSE,0.273703704,11.42015242,0.164412248,48.63665195,60.22121662
2354,OYUJUO,10.1039/c1jm12834e,11.39527915,0.403846001,150,FALSE,0.103703704,11.4194427,0.882061418,12.25428042,24.55578454
2355,LUFNAC02,10.1021/ja9006035,11.39249848,0.367821486,1,FALSE,0.149925926,11.41665613,0.005588252,22.14648074,33.56872512
2359,UQOZEI,10.1002/anie.202100707,11.36764227,0.629394721,628.1349034,FALSE,0.09168254,11.39174722,3.694627945,9.681583624,24.76795879
2360,LAZJED,10.1021/cg201362x,11.36674212,0.550581465,29.5,FALSE,0.094814815,11.39084516,0.173235804,10.35193417,21.91601513
2363,VUWXUJ,10.1021/jacs.0c03853,11.3558738,0.345422336,255.4667938,FALSE,0.052201058,11.37995379,1.502456147,1.231995702,14.11440564
2364,COWRIR,10.1002/zaac.201400388,11.35360079,0.694679189,3000,FALSE,0.152592593,11.37767596,17.64681661,22.71718467,51.74167724
2365,QERWAL,10.1039/b009455m,11.35154137,0.463267659,17.4,FALSE,0.050888889,11.37561217,0.102059124,0.951173231,12.42884453
2367,VOSTUU,10.1039/C4DT04011B,11.34592162,0.423188891,79.6,FALSE,0.067777778,11.36998051,0.467942553,4.56563108,16.40355414
2368,CUSHEG,10.1021/jacs.0c00612,11.34528696,0.648158462,255.8992157,FALSE,0.112592593,11.3693445,1.504999813,14.15662667,27.03097098
2369,DAFZAO,10.1038/ncomms13645,11.34131296,0.493033276,244.6501064,FALSE,0.149925926,11.36536208,1.438828387,22.14648074,34.9506712
2371,VATNIR,10.1021/acs.inorgchem.1c03400,11.33675665,0.518136522,1000,FALSE,0.247037037,11.3607961,5.882076124,42.92961321,60.17248544
2372,KAXKEC,10.1039/C7CE00808B,11.3362274,0.506911278,10.1,FALSE,0.242592593,11.36026573,0.059117821,41.97844019,53.39782374
2373,XOJCIJ,10.1002/chem.200801048,11.33110785,0.425020985,31.25,FALSE,0.065534392,11.35513533,0.183529952,4.085515181,15.62418046
2375,LACYIA,10.1021/acs.cgd.6b00028,11.32952834,0.242098854,6,FALSE,0.088719577,11.35355247,0.035000103,9.047468209,20.43602078
2377,USONAU,10.1021/acs.inorgchem.1c00608,11.31935285,0.422684395,402.9290129,FALSE,0.146666667,11.3433554,2.369883517,21.44895384,35.16219276
2378,CEJZAU,10.1039/c2cc36003a,11.31654521,0.325824079,201.0494974,FALSE,0.094814815,11.34054181,1.182353462,10.35193417,22.87482944
2380,GOLYOX,10.1039/C4DT01535E,11.30760955,0.261548757,768,FALSE,0.085925926,11.3315872,4.517366228,8.449587923,24.29854135
2381,TECVEE,10.1039/c2cc34006b,11.30698888,0.295511433,2000,FALSE,0.221481481,11.33096521,11.76444637,37.46036772,60.5557793
2382,HEGJUZ,10.1002/adma.200500867,11.30051667,0.144909742,60,FALSE,0.118349206,11.32447928,0.352648096,15.38862215,27.06574953
2383,NOGVAK,10.1016/j.micromeso.2020.110368,11.29384932,0.402532086,6.3,FALSE,0.371481481,11.31779779,0.036764814,69.56246025,80.91702285
2384,WAFDIU,10.1021/jacs.0c10007,11.29216578,0.401073073,254.2096473,FALSE,0.142592593,11.31611068,1.495061146,20.57704517,33.388217
2385,TUDQOZ,10.1039/b907839h,11.29111699,0.333783009,1000,FALSE,0.242592593,11.31505967,5.882076124,41.97844019,59.17557598
2386,XOYSAI,10.1021/acs.inorgchem.9b02176,11.28502081,0.433339708,366.8486439,FALSE,0.149925926,11.30895056,2.157645428,22.14648074,35.61307672
2387,VUWYUK,10.1021/jacs.0c03853,11.28415781,0.280141692,255.5478172,FALSE,0.088719577,11.30808573,1.502932757,9.047468209,21.85848669
2388,MAPCUE,10.1039/C7TC00508C,11.28155125,0.277659637,45,FALSE,0.146666667,11.30547364,0.264412542,21.44895384,33.01884003
2389,SAHWEG,10.1039/C6RA28728J,11.27748465,0.339746287,297,FALSE,0.052201058,11.30139842,1.746769843,1.231995702,14.28016396
2390,SOKLIR,10.1039/D4CE00181H,11.27614167,0.12505646,75.97642874,FALSE,0.143333333,11.30005259,0.446627365,20.73557387,32.48225382
